pmid,title,year,journal,stratum_id,age_group,sex,clinical_cohort,setting,treatment_category,treatment_names,outcome_direction,risk_factors,symptoms
35090538,"Efficacy of acupuncture on cognitive function in poststroke depression: study protocol for a randomized, placebo-controlled trial.",2022.0,Trials,general,unspecified,unspecified,unspecified,unspecified,pharmacological,,unspecified,/Risk Factors**: Poststroke depression (PSD) is described as the most common mental health complication after stroke; significantly impacting functional outcomes and quality of life. While not elaborated in detail; the risk factor highlighted is the occurrence of stroke itself.,improvement via Hamilton Depression Scale-17 (HAMD-17) scores. Secondary outcomes include changes in cognitive function (assessed via WCST) and event-related potentials (ERPs) in electroencephalography to explore cognitive and emotional processing.
36035631,Multimorbidity and Mental Health Trajectories Among Middle-Aged and Older U.S. Adults During the COVID-19 Pandemic: Longitudinal Findings From the COVID-19 Coping Study.,2022.0,Innovation in aging,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,among middle-aged and older adults.
36035631,Multimorbidity and Mental Health Trajectories Among Middle-Aged and Older U.S. Adults During the COVID-19 Pandemic: Longitudinal Findings From the COVID-19 Coping Study.,2022.0,Innovation in aging,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,among middle-aged and older adults.
35854250,Effects of group mindfulness-based cognitive therapy and group cognitive behavioural therapy on symptomatic generalized anxiety disorder: a randomized controlled noninferiority trial.,2022.0,BMC psychiatry,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The abstract does not explicitly mention the causes or risk factors for generalized anxiety disorder (GAD). It solely focuses on comparing two treatments for symptomatic GAD.,. MBCT-A was found to be **noninferior to CBT-A**; meaning it was similarly effective in reducing anxiety symptoms at 8 weeks and maintaining long-term benefits at 3 months. Both therapies also improved depressive symptoms; illness severity; mindfulness; and quality of life; with no severe adverse events reported. Causes or risk factors for GAD were not explored in this study.
36455851,Incidence and Prediction of Chronic Depression Following Aneurysmal Subarachnoid Hemorrhage: A Single-Center 17-Year Experience.,2022.0,World neurosurgery,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors for depression:**,lasting >2 weeks. Major depressive disorder was diagnosed in 28% of analyzed patients. The predictive model was tested for goodness-of-fit and was moderately accurate (AUC = 0.70) in predicting depression risk.
34773339,A comparison of negative affect and disinhibited eating between children with and without parents with type 2 diabetes.,2022.0,Pediatric diabetes,adolescents|female,adolescents,female,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,as well as higher levels of disinhibited-eating behaviors (e.g.; eating in the absence of hunger; emotional-eating). These factors may be linked to increased risk of insulin resistance (IR).
34773339,A comparison of negative affect and disinhibited eating between children with and without parents with type 2 diabetes.,2022.0,Pediatric diabetes,adolescents|male,adolescents,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,as well as higher levels of disinhibited-eating behaviors (e.g.; eating in the absence of hunger; emotional-eating). These factors may be linked to increased risk of insulin resistance (IR).
34773339,A comparison of negative affect and disinhibited eating between children with and without parents with type 2 diabetes.,2022.0,Pediatric diabetes,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,as well as higher levels of disinhibited-eating behaviors (e.g.; eating in the absence of hunger; emotional-eating). These factors may be linked to increased risk of insulin resistance (IR).
32338552,"Anxiety, depression and associated factors among recently divorced individuals.",2022.0,"Journal of mental health (Abingdon, England)",adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,compared to the general Danish population.
36618726,Prevention of common mental disorders among women in the perinatal period: a critical mixed-methods review and meta-analysis.,2022.0,"Global mental health (Cambridge, England)",perinatal,perinatal,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**: The abstract does not specify causes or risk factors for perinatal depression and anxiety but emphasizes that these conditions contribute to significant perinatal morbidity and poor psychosocial functioning.,showed moderate to strong improvement in intervention groups (SMD = -0.59; CI -0.95 to -0.23).
36618726,Prevention of common mental disorders among women in the perinatal period: a critical mixed-methods review and meta-analysis.,2022.0,"Global mental health (Cambridge, England)",general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**: The abstract does not specify causes or risk factors for perinatal depression and anxiety but emphasizes that these conditions contribute to significant perinatal morbidity and poor psychosocial functioning.,showed moderate to strong improvement in intervention groups (SMD = -0.59; CI -0.95 to -0.23).
36042423,Economic burden of major depressive disorder: a case study in Southern Iran.,2022.0,BMC psychiatry,inpatient,unspecified,unspecified,unspecified,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,
36060727,Left intermittent theta burst stimulation combined with right low-frequency rTMS as an additional treatment for major depression: A retrospective study.,2022.0,Indian journal of psychiatry,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The abstract does not discuss specific causes or risk factors contributing to major depression (MD).,
35219738,Long-term effect of persistent postpartum depression on children's psychological problems in childhood.,2022.0,Journal of affective disorders,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
35219738,Long-term effect of persistent postpartum depression on children's psychological problems in childhood.,2022.0,Journal of affective disorders,children,children,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
35219738,Long-term effect of persistent postpartum depression on children's psychological problems in childhood.,2022.0,Journal of affective disorders,perinatal,perinatal,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
36573298,Blunted reward responsiveness prospectively predicts emotional distress when exposed to a naturalistic stressor.,2022.0,"British journal of psychology (London, England : 1953)",general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
35231755,Depression and quality of life in older adults with pneumoconiosis: The mediating role of death anxiety.,2022.0,"Geriatric nursing (New York, N.Y.)",general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors:** Depression is associated with increased death anxiety; which in turn contributes to poorer quality of life in older adults with coal workers' pneumoconiosis.,
36045387,"Effectiveness of the internet-based Unified Protocol transdiagnostic intervention for the treatment of depression, anxiety and related disorders in a primary care setting: a randomized controlled trial.",2022.0,Trials,male|primary_care,unspecified,male,unspecified,primary_care,psychotherapy,CBT,unspecified,Triggers; or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care; suggesting their prevalence is a key trigger for public health burden.,severity and impairment the key measured outcomes.
36045387,"Effectiveness of the internet-based Unified Protocol transdiagnostic intervention for the treatment of depression, anxiety and related disorders in a primary care setting: a randomized controlled trial.",2022.0,Trials,male|primary_care,unspecified,male,unspecified,primary_care,behavioral,CBT,unspecified,Triggers; or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care; suggesting their prevalence is a key trigger for public health burden.,severity and impairment the key measured outcomes.
36045387,"Effectiveness of the internet-based Unified Protocol transdiagnostic intervention for the treatment of depression, anxiety and related disorders in a primary care setting: a randomized controlled trial.",2022.0,Trials,male|primary_care,unspecified,male,unspecified,primary_care,digital,CBT,unspecified,Triggers; or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care; suggesting their prevalence is a key trigger for public health burden.,severity and impairment the key measured outcomes.
36045387,"Effectiveness of the internet-based Unified Protocol transdiagnostic intervention for the treatment of depression, anxiety and related disorders in a primary care setting: a randomized controlled trial.",2022.0,Trials,primary_care,unspecified,unspecified,unspecified,primary_care,psychotherapy,CBT,unspecified,Triggers; or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care; suggesting their prevalence is a key trigger for public health burden.,severity and impairment the key measured outcomes.
36045387,"Effectiveness of the internet-based Unified Protocol transdiagnostic intervention for the treatment of depression, anxiety and related disorders in a primary care setting: a randomized controlled trial.",2022.0,Trials,primary_care,unspecified,unspecified,unspecified,primary_care,behavioral,CBT,unspecified,Triggers; or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care; suggesting their prevalence is a key trigger for public health burden.,severity and impairment the key measured outcomes.
36045387,"Effectiveness of the internet-based Unified Protocol transdiagnostic intervention for the treatment of depression, anxiety and related disorders in a primary care setting: a randomized controlled trial.",2022.0,Trials,primary_care,unspecified,unspecified,unspecified,primary_care,digital,CBT,unspecified,Triggers; or Risk Factors:** The abstract mentions depression and anxiety as prevalent and often comorbid emotional disorders in primary care; suggesting their prevalence is a key trigger for public health burden.,severity and impairment the key measured outcomes.
36353465,Validation and Functional Relevance of the Short Form of the Perceived Deficits Questionnaire for Depression for Japanese Patients with Major Depressive Disorder.,2022.0,Neuropsychiatric disease and treatment,male|outpatient,unspecified,male,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors**:,severity (PHQ-9; MADRS); cognitive function (DSST); quality of life (EQ-5D-5L); social and work function (SDS); and work productivity (WPAI questionnaire). The reliability of PDQ-D-5 correlating with other scales over time (six months) is emphasized. The outcomes primarily demonstrate the tool's consistency; validity; and association with functional and emotional elements of MDD.
36353465,Validation and Functional Relevance of the Short Form of the Perceived Deficits Questionnaire for Depression for Japanese Patients with Major Depressive Disorder.,2022.0,Neuropsychiatric disease and treatment,outpatient,unspecified,unspecified,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors**:,severity (PHQ-9; MADRS); cognitive function (DSST); quality of life (EQ-5D-5L); social and work function (SDS); and work productivity (WPAI questionnaire). The reliability of PDQ-D-5 correlating with other scales over time (six months) is emphasized. The outcomes primarily demonstrate the tool's consistency; validity; and association with functional and emotional elements of MDD.
35232221,Supportive Evidence: Brief Supportive Psychotherapy as Active Control and Clinical Intervention.,2022.0,American journal of psychotherapy,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,focused therapies in randomized controlled trials.
35232221,Supportive Evidence: Brief Supportive Psychotherapy as Active Control and Clinical Intervention.,2022.0,American journal of psychotherapy,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,focused therapies in randomized controlled trials.
35426543,"Perceptions of Dignity, Attachment to God, and Mental Health in a National US Sample.",2022.0,Journal of religion and health,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
35426543,"Perceptions of Dignity, Attachment to God, and Mental Health in a National US Sample.",2022.0,Journal of religion and health,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
38232635,The independent and joint effect of socioeconomic status and Multiracial status on the prevalence and frequency of substance use and depression among U.S. adolescents.,2024.0,Addictive behaviors,adolescents,adolescents,unspecified,unspecified,unspecified,other,,harm,/Triggers/Risk Factors**:,
38232635,The independent and joint effect of socioeconomic status and Multiracial status on the prevalence and frequency of substance use and depression among U.S. adolescents.,2024.0,Addictive behaviors,older_adults,older_adults,unspecified,unspecified,unspecified,other,,harm,/Triggers/Risk Factors**:,
38380213,Behind the Mask: Parkinson's Disease and Depression.,2024.0,Cureus,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,of Parkinson's disease (PD).
37704093,The association of comorbid depression with mortality and amputation risk in patients with chronic limb-threatening ischemia.,2024.0,Journal of vascular surgery,adults|female,adults,female,unspecified,unspecified,pharmacological,,unspecified,/Triggers/Risk Factors**: Comorbid depression is a risk factor for worse outcomes in patients with chronic limb-threatening ischemia (CLTI); including higher rates of major amputation and all-cause mortality.,
37704093,The association of comorbid depression with mortality and amputation risk in patients with chronic limb-threatening ischemia.,2024.0,Journal of vascular surgery,adults|male,adults,male,unspecified,unspecified,pharmacological,,unspecified,/Triggers/Risk Factors**: Comorbid depression is a risk factor for worse outcomes in patients with chronic limb-threatening ischemia (CLTI); including higher rates of major amputation and all-cause mortality.,
39452032,Multimodal Fusion of EEG and Audio Spectrogram for Major Depressive Disorder Recognition Using Modified DenseNet121.,2024.0,Brain sciences,adolescents|male,adolescents,male,unspecified,unspecified,other,,unspecified,triggers; or risk factors:**,
39452032,Multimodal Fusion of EEG and Audio Spectrogram for Major Depressive Disorder Recognition Using Modified DenseNet121.,2024.0,Brain sciences,adults|male,adults,male,unspecified,unspecified,other,,unspecified,triggers; or risk factors:**,
39452032,Multimodal Fusion of EEG and Audio Spectrogram for Major Depressive Disorder Recognition Using Modified DenseNet121.,2024.0,Brain sciences,older_adults|male,older_adults,male,unspecified,unspecified,other,,unspecified,triggers; or risk factors:**,
39452032,Multimodal Fusion of EEG and Audio Spectrogram for Major Depressive Disorder Recognition Using Modified DenseNet121.,2024.0,Brain sciences,male,unspecified,male,unspecified,unspecified,other,,unspecified,triggers; or risk factors:**,
38651981,"NSC689857, an inhibitor of Skp2, produces antidepressant-like effects in mice.",2024.0,Behavioural pharmacology,female,unspecified,female,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
38651981,"NSC689857, an inhibitor of Skp2, produces antidepressant-like effects in mice.",2024.0,Behavioural pharmacology,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
38651981,"NSC689857, an inhibitor of Skp2, produces antidepressant-like effects in mice.",2024.0,Behavioural pharmacology,mixed,unspecified,mixed,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
38432470,History of mood and anxiety disorders affects return to work and return to sports after rotator cuff repair.,2024.0,"Orthopaedics & traumatology, surgery & research : OTSR",general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
40010859,Depression and Social Media Use in Children and Adolescents.,2024.0,Pediatric clinics of North America,adolescents,adolescents,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors**: Problematic social media use is highlighted as a potential risk factor for depression among adolescents.,
40010859,Depression and Social Media Use in Children and Adolescents.,2024.0,Pediatric clinics of North America,children,children,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors**: Problematic social media use is highlighted as a potential risk factor for depression among adolescents.,
37797327,Promoting Nursing Student Mental Health Wellness: The Impact of Resilience-Building and Faculty Support.,2024.0,Nurse educator,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
39514643,Effect of Esketamine Nasal Spray on Cognition in Patients With Treatment-Resistant Depression: Results From Four Phase 3 Studies.,2024.0,The international journal of neuropsychopharmacology,adults,adults,unspecified,unspecified,unspecified,other,,harm,/Triggers/Risk Factors for Depression:** The study focuses on patients with **treatment-resistant depression (TRD)**. No specific causes or external triggers for TRD are discussed.,
38587274,"Dysphoric Milk Ejection Reflex: Characteristics, Risk Factors, and Its Association with Depression Scores and Breastfeeding Self-Efficacy.",2024.0,Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
39371831,"Comparative Evaluation and Correlation of Hyoid Bone Position, Airway Dimension, and Psychological Status in Class II Vertical and Horizontal Malocclusion Cases With Temporomandibular Disorder Compared to Class I Non-Temporomandibular Disorder Cases.",2024.0,Cureus,adults,adults,unspecified,unspecified,unspecified,psychotherapy,act,benefit,for TMD include class II malocclusions (vertical and horizontal); reduced airway dimensions; and elevated psychological stress levels. Class II vertical malocclusion patients are particularly at risk for higher psychological distress.,. This is derived from the results showing worsened psychological status in TMD patients compared to non-TMD patients.
38670463,Prospective prediction of anxiety onset in the Canadian longitudinal study on aging (CLSA): A machine learning study.,2024.0,Journal of affective disorders,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
38670463,Prospective prediction of anxiety onset in the Canadian longitudinal study on aging (CLSA): A machine learning study.,2024.0,Journal of affective disorders,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
39400653,Aromatherapy Using Lavender Oil Effectiveness on Pain and Anxiety After C-Section: A Randomized Controlled Trial.,2024.0,Journal of epidemiology and global health,perinatal|female,perinatal,female,unspecified,unspecified,psychotherapy,,unspecified,/Triggers/Risk Factors**: The study focuses on anxiety and pain after cesarean delivery. These conditions are highlighted as important to manage for recovery; emotional well-being; mother-infant bonding; and breastfeeding initiation.,
39400653,Aromatherapy Using Lavender Oil Effectiveness on Pain and Anxiety After C-Section: A Randomized Controlled Trial.,2024.0,Journal of epidemiology and global health,perinatal|male,perinatal,male,unspecified,unspecified,psychotherapy,,unspecified,/Triggers/Risk Factors**: The study focuses on anxiety and pain after cesarean delivery. These conditions are highlighted as important to manage for recovery; emotional well-being; mother-infant bonding; and breastfeeding initiation.,
38294127,"Lifetime adversity predicts depression, anxiety, and cognitive impairment in a nationally representative sample of older adults in the United States.",2024.0,Journal of clinical psychology,adults|male,adults,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,later in life.
38294127,"Lifetime adversity predicts depression, anxiety, and cognitive impairment in a nationally representative sample of older adults in the United States.",2024.0,Journal of clinical psychology,older_adults|male,older_adults,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,later in life.
38600984,The impact of grandparenting on mental health among rural middle-aged and older adults in China: exploring the role of children's support.,2024.0,Frontiers in psychiatry,adults,adults,unspecified,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: Grandparenting roles and the availability of support from adult children (both financial and emotional) are identified as influential factors impacting depression among rural middle-aged and older adults.,
38600984,The impact of grandparenting on mental health among rural middle-aged and older adults in China: exploring the role of children's support.,2024.0,Frontiers in psychiatry,older_adults,older_adults,unspecified,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: Grandparenting roles and the availability of support from adult children (both financial and emotional) are identified as influential factors impacting depression among rural middle-aged and older adults.,
39438912,Genetic polymorphism involved in major depressive disorder: a systemic review and meta-analysis.,2024.0,BMC psychiatry,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,atic depression (MDD development).
38564872,Meta-analysis of the comparative efficacy of benzodiazepines and antidepressants for psychic versus somatic symptoms of generalized anxiety disorder.,2024.0,Comprehensive psychiatry,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,subtypes (psychic vs. somatic) of generalized anxiety disorder (GAD); not specific causes or risk factors.
38837452,Psychosocial burden of autoimmune blistering diseases: A comprehensive survey study.,2024.0,Journal of the European Academy of Dermatology and Venereology : JEADV,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**: Autoimmune blistering diseases (AIBDs) are linked to higher rates of depression; anxiety; and body image dissatisfaction; likely stemming from the physical and psychosocial impacts of the disease.,psychiatric diagnoses; body image disturbances; and quality-of-life impairments after AIBD diagnosis. Body image dissatisfaction correlated strongly with quality-of-life impairments; even when controlling for depression.
38422450,Effectiveness of an intervention to improve ART adherence among men who have sex with men living with HIV: a randomized controlled trial in three public HIV clinics in Mexico.,2024.0,AIDS care,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,,unspecified,/Triggers/Risk Factors:** The study did not explicitly address specific causes or triggers for major depressive disorder (MDD) but observed improvements in depression symptoms linked to the intervention.,linked to the intervention.
38934531,Exploring the Therapeutic Potential of Terpenoids for Depression and Anxiety.,2024.0,Chemistry & biodiversity,general,unspecified,unspecified,unspecified,unspecified,pharmacological,act,benefit,/Triggers/Risk Factors**: The abstract does not focus on specific causes or risk factors for depression or anxiety; instead; it examines the therapeutic role of terpenoids; compounds found in plants.,
38934531,Exploring the Therapeutic Potential of Terpenoids for Depression and Anxiety.,2024.0,Chemistry & biodiversity,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors**: The abstract does not focus on specific causes or risk factors for depression or anxiety; instead; it examines the therapeutic role of terpenoids; compounds found in plants.,
39066522,Effectiveness of yoga and laughter yoga in improving psychological resilience of mothers with babies hospitalized in neonatal intensive care unit.,2024.0,Journal of health psychology,inpatient,unspecified,unspecified,unspecified,inpatient,behavioral,yoga; Yoga; exercise,unspecified,/Triggers/Risk Factors:** The study does not explicitly mention causes or triggers but focuses on outcomes related to depression; anxiety; and stress in mothers with babies hospitalized in the neonatal intensive care unit (NICU). The NICU experience is implied as a stressor.,
38274001,Smoking behavior among Asian Americans during the initial phase of the COVID-19 pandemic: The influence of pandemic stressors and depression.,2024.0,Tobacco induced diseases,adults,adults,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors**:,are linked to increased smoking behaviors among Asian Americans.
38300752,The feasibility and impact of a brief behavioural intervention for anxiety in later life: perceptions of general practice nurses.,2024.0,Contemporary nurse,adults,adults,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors:** The abstract identifies that anxiety is prevalent among older people and is associated with adverse health outcomes. Specific causes or risk factors like stigma surrounding mental health and polypharmacy concerns are mentioned as barriers to effective treatment.,
38300752,The feasibility and impact of a brief behavioural intervention for anxiety in later life: perceptions of general practice nurses.,2024.0,Contemporary nurse,adults,adults,unspecified,unspecified,unspecified,behavioral,act,unspecified,/Triggers/Risk Factors:** The abstract identifies that anxiety is prevalent among older people and is associated with adverse health outcomes. Specific causes or risk factors like stigma surrounding mental health and polypharmacy concerns are mentioned as barriers to effective treatment.,
38300752,The feasibility and impact of a brief behavioural intervention for anxiety in later life: perceptions of general practice nurses.,2024.0,Contemporary nurse,older_adults,older_adults,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors:** The abstract identifies that anxiety is prevalent among older people and is associated with adverse health outcomes. Specific causes or risk factors like stigma surrounding mental health and polypharmacy concerns are mentioned as barriers to effective treatment.,
38300752,The feasibility and impact of a brief behavioural intervention for anxiety in later life: perceptions of general practice nurses.,2024.0,Contemporary nurse,older_adults,older_adults,unspecified,unspecified,unspecified,behavioral,act,unspecified,/Triggers/Risk Factors:** The abstract identifies that anxiety is prevalent among older people and is associated with adverse health outcomes. Specific causes or risk factors like stigma surrounding mental health and polypharmacy concerns are mentioned as barriers to effective treatment.,
39120863,Changes in Daily life due to the COVID-19 Pandemic and Mental Health Status in Korean Adolescents.,2024.0,The Psychiatric quarterly,adolescents|school,adolescents,unspecified,unspecified,school,other,,unspecified,triggers; or risk factors**:,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,adults|female|school,adults,female,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,adults|male|school,adults,male,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,adults|school,adults,unspecified,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,older_adults|female|school,older_adults,female,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,older_adults|male|school,older_adults,male,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,older_adults|school,older_adults,unspecified,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,female|school,unspecified,female,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,male|school,unspecified,male,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38839708,User-Centered Design of a Preference-Driven Patient Activation Tool for Optimizing Depression Treatment in Integrated Primary Care Settings (The Transform DepCare Study).,2024.0,Journal of general internal medicine,school,unspecified,unspecified,unspecified,school,digital,,benefit,triggers; or risk factors**: Barriers to depression treatment include costs/insurance issues; access/coordination problems; poor self-efficacy; stigma; and perceived treatment inefficacy. Digital literacy and understandability also affect engagement in tools/mechanisms designed for treatment.,
38470426,"Exploring the interplay of frailty, physical function, physical activity, nutritional status, and their association with quality of life and depressive symptoms in older adults with the frailty phenotype.",2024.0,International journal of geriatric psychiatry,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,** in frail older adults.
38470426,"Exploring the interplay of frailty, physical function, physical activity, nutritional status, and their association with quality of life and depressive symptoms in older adults with the frailty phenotype.",2024.0,International journal of geriatric psychiatry,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,** in frail older adults.
39221779,[The efficacy of magnetic transcranial stimulation in treating treatment-resistant or prolonged depression in a clinical sample].,2024.0,Laeknabladid,female|comorbid_mental,unspecified,female,comorbid_mental,unspecified,pharmacological,act,unspecified,Triggers; or Risk Factors**: The focus is on treatment-resistant depression; characterized by failure to respond to at least two antidepressants given at therapeutic doses for six weeks each. Depression is noted to be twice as common among women as men.,
39221779,[The efficacy of magnetic transcranial stimulation in treating treatment-resistant or prolonged depression in a clinical sample].,2024.0,Laeknabladid,female|comorbid_mental,unspecified,female,comorbid_mental,unspecified,psychotherapy,act,unspecified,Triggers; or Risk Factors**: The focus is on treatment-resistant depression; characterized by failure to respond to at least two antidepressants given at therapeutic doses for six weeks each. Depression is noted to be twice as common among women as men.,
39221779,[The efficacy of magnetic transcranial stimulation in treating treatment-resistant or prolonged depression in a clinical sample].,2024.0,Laeknabladid,male|comorbid_mental,unspecified,male,comorbid_mental,unspecified,pharmacological,act,unspecified,Triggers; or Risk Factors**: The focus is on treatment-resistant depression; characterized by failure to respond to at least two antidepressants given at therapeutic doses for six weeks each. Depression is noted to be twice as common among women as men.,
